cip2020_code,cip2020_title,already_offered_by_vanderbilt,pct_completions_latest_year,pct_completions_trend_pct,pct_employment_weighted_openings,pct_employment_weighted_growth_pct,pct_bls_top30_flag,n_metrics_used,score,band
13.0407,Community College Administration,f,60.9,83.4,48.2,27.0,0.0,5,49.3,Test
50.0401,"Design and Visual Communications, General",f,78.3,34.1,47.3,43.3,0.0,5,49.3,Test
13.1324,Drama and Dance Teacher Education,f,58.7,62.2,71.3,5.5,0.0,5,49.2,Test
22.0224,Tribal/Indigenous Law,f,35.2,73.4,64.7,55.0,0.0,5,49.2,Test
50.0907,Keyboard Instruments,f,71.5,65.6,47.6,24.2,0.0,5,49.2,Test
1.1105,Plant Protection and Integrated Pest Management,f,41.0,69.8,82.5,9.9,0.0,5,49.0,Test
13.1017,Education/Teaching of Individuals in Elementary Special Education Programs,f,90.7,83.0,14.9,32.6,0.0,5,49.0,Test
51.0801,Medical/Clinical Assistant,f,0.0,0.0,85.5,88.8,100.0,5,49.0,Test
1.0607,Turf and Turfgrass Management,f,15.9,57.5,96.1,44.6,0.0,5,48.9,Test
16.1101,Arabic Language and Literature,f,41.0,88.1,75.0,6.2,0.0,5,48.9,Test
14.0702,Chemical and Biomolecular Engineering,f,53.0,91.6,39.2,49.2,0.0,5,48.8,Test
14.1201,Engineering Physics/Applied Physics,f,67.7,64.7,40.9,43.2,0.0,5,48.8,Test
14.2101,Mining and Mineral Engineering,f,54.1,64.8,43.7,65.1,0.0,5,48.8,Test
50.0911,Stringed Instruments,f,72.5,60.7,47.6,24.2,0.0,5,48.8,Test
14.0401,Architectural Engineering,f,68.5,60.1,39.2,49.2,0.0,5,48.7,Test
30.4401,Geography and Environmental Studies,f,67.7,92.6,27.2,42.0,0.0,5,48.7,Test
13.1306,Foreign Language Teacher  Education,f,69.1,38.3,71.8,3.8,0.0,5,48.6,Test
14.0301,Agricultural Engineering,f,68.7,32.3,44.0,66.2,0.0,5,48.6,Test
1.8301,Veterinary/Animal Health Technology/Technician and Veterinary Assistant,f,0.0,,59.7,88.5,100.0,4,48.5,Test
9.0905,Health Communication,f,54.1,27.3,57.6,72.7,0.0,5,48.5,Test
13.1007,Education/Teaching of Individuals with Multiple Disabilities,f,88.6,69.1,32.3,12.4,0.0,5,48.5,Test
26.0502,"Microbiology, General",f,70.4,59.0,29.0,65.8,0.0,5,48.5,Test
1.8199,"Veterinary Biomedical and Clinical Sciences, Other",f,0.0,,57.6,92.4,100.0,4,48.4,Test
31.0302,Golf Course Operation and Grounds Management,f,17.3,,96.0,47.0,0.0,4,48.3,Test
51.0806,Physical Therapy Assistant,f,0.0,,53.9,99.4,100.0,4,48.3,Test
51.0920,Magnetic Resonance Imaging (MRI) Technology/Technician,f,12.2,16.0,60.8,93.6,100.0,5,48.3,Test
51.0811,Pathology/Pathologist Assistant,f,64.6,78.9,24.2,64.8,0.0,5,48.2,Test
51.0704,Health Unit Manager/Ward Supervisor,f,0.0,0.0,77.4,99.5,100.0,5,48.1,Test
16.0101,"Foreign Languages and Literatures, General",f,66.7,30.6,75.0,6.2,0.0,5,48.0,Test
39.0301,Missions/Missionary Studies,f,75.8,52.8,42.8,30.2,0.0,5,48.0,Test
51.0903,Electroneurodiagnostic/Electroencephalographic Technology/Technologist,f,0.0,,59.0,87.5,100.0,4,48.0,Test
51.1509,Genetic Counseling/Counselor,f,77.6,81.4,0.3,82.9,0.0,5,48.0,Test
52.1004,Labor Studies,f,46.9,75.9,45.4,59.5,0.0,5,48.0,Test
1.0505,Animal Training,f,57.8,99.6,17.6,69.2,0.0,5,47.9,Test
30.3401,Anthrozoology,f,35.2,,80.0,40.8,0.0,4,47.9,Test
50.0908,Voice and Opera,f,73.2,60.6,46.0,20.4,0.0,5,47.9,Test
14.0103,Applied Engineering,f,69.5,77.6,34.7,32.6,0.0,5,47.8,Test
52.0703,Small Business Administration/Management,f,0.0,0.0,93.0,65.5,100.0,5,47.7,Test
13.1338,Environmental Education,f,37.7,80.7,79.2,2.1,0.0,5,47.5,Test
16.1601,American Sign Language (ASL),f,32.9,94.6,75.0,6.2,0.0,5,47.5,Test
24.0102,General Studies,f,69.6,57.1,45.6,29.4,0.0,5,47.5,Test
13.1001,"Special Education and Teaching, General",f,99.3,44.3,32.2,8.4,0.0,5,47.4,Test
14.4801,"Energy Systems Engineering, General",f,51.9,84.3,39.2,49.2,0.0,5,47.4,Test
26.0910,Pathology/Experimental Pathology,f,60.3,57.3,31.0,76.4,0.0,5,47.4,Test
50.0501,"Drama and Dramatics/Theatre Arts, General",f,85.7,29.3,36.9,41.7,0.0,5,47.4,Test
46.0401,Building/Property Maintenance,f,0.0,0.0,95.5,57.8,100.0,5,47.3,Test
49.0104,Aviation/Airway Management and Operations,f,59.4,19.9,51.2,73.9,0.0,5,47.3,Test
11.0803,Computer Graphics,f,71.9,63.5,46.3,14.5,0.0,5,47.2,Test
26.0404,Developmental Biology and Embryology,f,21.5,11.9,52.4,88.3,100.0,5,47.2,Test
52.0204,Office Management and Supervision,f,48.6,8.9,95.7,16.8,0.0,5,47.1,Test
26.0407,Cell Biology and Anatomy,f,46.3,89.4,27.5,76.2,0.0,5,47.0,Test
16.0901,French Language and Literature,f,67.3,22.0,75.0,6.2,0.0,5,46.9,Test
19.0101,"Family and Consumer Sciences/Human Sciences, General",f,68.7,14.8,78.3,3.7,0.0,5,46.9,Test
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",f,75.1,21.8,,,0.0,3,46.9,Test
24.0103,Humanities/Humanistic Studies,f,79.9,31.4,45.6,29.4,0.0,5,46.8,Test
26.0907,Cardiovascular Science,f,45.3,80.4,30.1,81.0,0.0,5,46.8,Test
42.2809,Geropsychology,f,0.0,0.0,88.5,68.2,100.0,5,46.8,Test
43.0109,Security and Loss Prevention Services,f,32.9,35.3,96.6,17.1,0.0,5,46.7,Test
26.1307,Conservation Biology,f,71.0,85.4,12.8,57.5,0.0,5,46.6,Test
30.7099,"Data Science, Other",f,18.9,10.3,50.2,95.3,100.0,5,46.6,Test
52.0208,E-Commerce/Electronic Commerce,f,48.3,11.2,95.9,11.3,0.0,5,46.6,Test
4.0201,Architecture,f,83.3,8.8,41.9,50.8,0.0,5,46.5,Test
13.1209,Kindergarten/Preschool Education and Teaching,f,57.7,11.6,70.8,41.7,0.0,5,46.5,Test
26.0807,Genome Sciences/Genomics,f,59.0,98.3,20.3,52.8,0.0,5,46.5,Test
40.0601,"Geology/Earth Science, General",f,89.6,39.4,22.4,46.5,0.0,5,46.5,Test
24.0101,Liberal Arts and Sciences/Liberal Studies,f,86.3,16.0,45.6,29.4,0.0,5,46.4,Test
30.3201,Marine Sciences,f,57.2,77.7,38.1,41.2,0.0,5,46.4,Test
4.0601,Landscape Architecture,f,75.1,18.8,44.5,50.6,0.0,5,46.3,Test
45.0502,Applied Demography,f,0.0,0.0,91.8,58.3,100.0,5,46.3,Test
50.0409,Graphic Design,f,66.4,28.0,48.3,51.1,0.0,5,46.3,Test
1.0907,Poultry Science,f,36.0,62.1,81.1,11.9,0.0,5,46.2,Test
16.1200,"Classics and Classical Languages, Literatures, and Linguistics, General",f,63.1,25.9,75.0,6.2,0.0,5,46.2,Test
42.2808,Environmental Psychology,f,0.0,0.0,89.6,62.2,100.0,5,46.2,Test
1.0102,Agribusiness/Agricultural Business Operations,f,40.2,51.5,83.0,9.4,0.0,5,46.1,Test
23.1303,"Professional, Technical, Business, and Scientific Writing",f,73.6,39.7,44.1,31.8,0.0,5,46.0,Test
50.0102,Digital Arts,f,60.0,49.6,48.9,39.0,0.0,5,46.0,Test
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other",f,50.1,68.5,,,0.0,3,46.0,Test
22.0302,Legal Assistant/Paralegal,f,58.0,40.7,66.5,16.2,0.0,5,45.9,Test
26.0909,Vision Science/Physiological Optics,f,43.9,76.5,30.1,81.0,0.0,5,45.8,Test
51.3299,"Health Professions Education, Ethics, and Humanities, Other",f,0.0,0.0,70.6,97.7,100.0,5,45.8,Test
13.1309,Technology Teacher Education/Industrial Arts Teacher Education,f,67.6,23.2,71.3,3.8,0.0,5,45.7,Test
51.1502,Psychiatric/Mental Health Services Technician,f,18.9,14.3,46.2,93.5,100.0,5,45.7,Test
13.0701,International and Comparative Education,f,68.2,30.8,,,0.0,3,45.6,Pass
19.0501,"Foods, Nutrition, and Wellness Studies, General",f,82.5,43.1,14.5,66.6,0.0,5,45.6,Pass
26.1005,Molecular Toxicology,f,0.0,,52.3,87.4,100.0,4,45.6,Pass
14.4301,Biochemical Engineering,f,39.4,96.8,39.2,49.2,0.0,5,45.5,Pass
26.0210,Biochemistry and Molecular Biology,f,66.7,76.4,20.3,52.8,0.0,5,45.5,Pass
13.1004,Education/Teaching of the Gifted and Talented,f,69.2,28.1,,,0.0,3,45.4,Pass
13.1329,Physics Teacher Education,f,48.1,43.6,77.2,8.6,0.0,5,45.4,Pass
13.1399,"Teacher Education and Professional Development, Specific Subject Areas, Other",f,87.1,17.6,46.5,17.6,0.0,5,45.4,Pass
16.0900,"Romance Languages, Literatures, and Linguistics, General",f,52.7,41.0,75.0,6.2,0.0,5,45.4,Pass
39.0401,Religious Education,f,78.8,29.5,42.8,30.2,0.0,5,45.4,Pass
43.0110,Juvenile Corrections,f,38.4,90.7,66.6,2.0,0.0,5,45.4,Pass
3.0207,Environmental/Natural Resource Recreation and Tourism,f,50.1,94.2,14.5,78.5,0.0,5,45.3,Pass
13.9999,"Education, Other",f,89.3,12.7,46.5,17.6,0.0,5,45.3,Pass
50.0703,"Art History, Criticism and Conservation",f,85.2,37.6,27.1,39.5,0.0,5,45.3,Pass
15.0702,Quality Control Technology/Technician,f,46.9,34.9,79.0,14.9,0.0,5,45.2,Pass
40.0401,"Atmospheric Sciences and Meteorology, General",f,70.0,47.2,33.4,47.1,0.0,5,45.2,Pass
3.0209,Energy and Environmental Policy,f,21.5,86.0,66.1,39.2,0.0,5,45.1,Pass
30.1201,"Historic Preservation and Conservation, General",f,67.1,35.7,45.1,40.0,0.0,5,45.0,Pass
19.0710,Developmental Services Worker,f,21.5,,68.8,73.7,0.0,4,44.9,Pass
1.1001,Food Science,f,79.4,54.9,7.1,70.7,0.0,5,44.8,Pass
13.1317,Social Science Teacher Education,f,59.6,31.9,71.8,3.8,0.0,5,44.8,Pass
22.0001,Pre-Law Studies,f,42.9,78.3,,,0.0,3,44.8,Pass
50.0915,Woodwind Instruments,f,55.0,68.5,47.6,24.2,0.0,5,44.7,Pass
13.1330,Spanish Language Teacher Education,f,60.3,29.2,71.8,3.8,0.0,5,44.6,Pass
14.3901,Geological/Geophysical Engineering,f,61.5,46.5,39.2,49.2,0.0,5,44.6,Pass
15.1303,Architectural Drafting and Architectural CAD/CADD,f,49.6,69.6,36.0,56.6,0.0,5,44.6,Pass
44.0501,"Public Policy Analysis, General",f,93.8,41.3,11.1,46.5,0.0,5,44.6,Pass
50.0410,Illustration,f,73.2,74.2,23.2,30.0,0.0,5,44.6,Pass
1.0199,"Agricultural Business and Management, Other",f,22.9,75.5,81.9,11.3,0.0,5,44.5,Pass
9.9999,"Communication, Journalism, and Related Programs, Other",f,78.0,32.7,37.4,33.4,0.0,5,44.5,Pass
14.3201,Polymer/Plastics Engineering,f,52.8,41.8,41.3,66.8,0.0,5,44.5,Pass
16.0300,"East Asian Languages, Literatures, and Linguistics, General",f,52.6,35.1,75.0,6.2,0.0,5,44.5,Pass
15.0612,Industrial Technology/Technician,f,83.0,64.4,18.9,27.0,0.0,5,44.3,Pass
31.0599,"Sports, Kinesiology, and Physical Education/Fitness, Other",f,49.1,64.4,,,0.0,3,44.3,Pass
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering,f,51.5,92.3,34.5,30.8,0.0,5,44.3,Pass
50.0910,Jazz/Jazz Studies,f,64.6,46.1,47.6,24.2,0.0,5,44.2,Pass
26.0203,Biophysics,f,49.1,57.2,31.0,76.4,0.0,5,44.1,Pass
14.0601,Ceramic Sciences and Engineering,f,32.3,79.1,41.3,66.8,0.0,5,44.0,Pass
26.0905,Reproductive Biology,f,32.9,86.0,30.1,81.0,0.0,5,44.0,Pass
22.0217,Criminal Law and Procedure,f,32.3,,64.7,55.0,0.0,4,43.9,Pass
26.0903,Cell Physiology,f,31.6,88.1,30.1,81.0,0.0,5,43.9,Pass
26.0911,Oncology and Cancer Biology,f,44.6,62.0,30.1,81.0,0.0,5,43.9,Pass
1.0303,Aquaculture,f,37.7,41.5,81.9,11.3,0.0,5,43.8,Pass
52.0501,"Business/Corporate Communications, General",f,55.3,22.3,55.2,48.9,0.0,5,43.8,Pass
26.0205,Molecular Biochemistry,f,52.2,48.7,31.0,76.4,0.0,5,43.7,Pass
27.0399,"Applied Mathematics, Other",f,10.0,6.8,49.6,98.7,100.0,5,43.7,Pass
1.0000,"Agriculture, General",f,76.7,50.5,6.8,71.4,0.0,5,43.3,Pass
5.0122,"Regional Studies (U.S., Canadian, Foreign)",f,77.3,96.2,1.7,34.4,0.0,5,43.3,Pass
13.0409,Secondary School Administration/Principalship,f,74.0,23.8,55.6,5.7,0.0,5,43.3,Pass
26.1101,Biometry/Biometrics,f,53.7,87.7,20.3,52.8,0.0,5,43.3,Pass
50.0702,"Fine/Studio Arts, General",f,89.7,37.2,25.5,21.0,0.0,5,43.3,Pass
15.0803,Automotive Engineering Technology/Technician,f,26.9,32.8,78.0,45.7,0.0,5,43.2,Pass
50.0913,Music Technology,f,62.7,93.3,25.0,19.6,0.0,5,43.2,Pass
51.0814,Radiologist Assistant,f,27.9,74.0,46.4,65.7,0.0,5,43.2,Pass
14.1101,Engineering Mechanics,f,49.1,21.8,47.4,72.8,0.0,5,43.1,Pass
14.2501,Petroleum Engineering,f,63.9,14.1,42.3,60.3,0.0,5,43.0,Pass
50.0607,Documentary Production,f,41.0,84.4,36.3,47.8,0.0,5,43.0,Pass
51.0505,Dental Materials,f,0.0,0.0,62.3,95.6,100.0,5,43.0,Pass
10.0304,"Animation, Interactive Technology, Video Graphics, and Special Effects",f,81.3,70.0,13.4,26.5,0.0,5,42.9,Pass
19.0604,Facilities Planning and Management,f,34.2,71.2,45.0,56.5,0.0,5,42.9,Pass
30.2901,Maritime Studies,f,34.2,97.1,45.5,29.7,0.0,5,42.9,Pass
13.0408,Elementary and Middle School Administration/Principalship,f,77.6,13.1,55.6,5.7,0.0,5,42.8,Pass
13.1013,Education/Teaching of Individuals with Autism,f,72.1,63.9,32.3,12.4,0.0,5,42.8,Pass
40.0607,"Oceanography, Chemical and Physical",f,68.9,56.0,22.4,46.5,0.0,5,42.8,Pass
16.1409,Hawaiian Language and Literature,f,18.9,90.7,75.0,6.2,0.0,5,42.7,Pass
41.0301,Chemical Technology/Technician,f,41.0,86.0,38.8,39.2,0.0,5,42.7,Pass
40.0899,"Physics, Other",f,64.6,67.9,19.4,48.1,0.0,5,42.6,Pass
13.0403,Adult and Continuing Education Administration,f,71.4,65.5,11.8,51.5,0.0,5,42.5,Pass
30.0501,Peace Studies and Conflict Resolution,f,77.4,26.8,38.9,23.8,0.0,5,42.5,Pass
47.0701,Energy Systems Installation and Repair Technology/Technician,f,0.0,0.0,69.2,78.3,100.0,5,42.5,Pass
52.0910,Brewery/Brewpub Operations/Management,f,14.1,,68.6,75.2,0.0,4,42.5,Pass
1.0906,Livestock Management,f,14.1,81.4,81.4,10.5,0.0,5,42.4,Pass
30.2601,Cultural Studies/Critical Theory and Analysis,f,42.9,96.3,38.3,23.3,0.0,5,42.3,Pass
9.0401,Journalism,f,84.3,17.0,37.2,21.4,0.0,5,42.2,Pass
13.0101,"Education, General",f,99.2,20.6,14.9,32.6,0.0,5,42.2,Pass
51.0603,Dental Laboratory Technology/Technician,f,0.0,0.0,61.2,92.1,100.0,5,42.2,Pass
51.2313,Animal-Assisted Therapy,f,0.0,0.0,60.2,94.2,100.0,5,42.2,Pass
3.0205,"Water, Wetlands, and Marine Resources Management",f,68.0,82.1,8.7,45.1,0.0,5,42.1,Pass
40.0201,Astronomy,f,61.9,55.4,27.0,47.2,0.0,5,42.1,Pass
29.0305,Space Systems Operations,f,55.9,,,,0.0,2,41.9,Pass
30.3501,Climate Science,f,55.4,75.7,24.6,43.9,0.0,5,41.9,Pass
14.2401,Ocean Engineering,f,50.8,48.6,39.2,49.2,0.0,5,41.7,Pass
14.2801,Textile Sciences and Engineering,f,45.7,37.2,41.3,66.8,0.0,5,41.7,Pass
50.0914,Brass Instruments,f,44.6,69.5,47.6,24.2,0.0,5,41.7,Pass
15.1601,Nanotechnology,f,42.5,89.5,34.7,32.6,0.0,5,41.5,Pass
30.2701,Human Biology,f,42.5,98.4,20.3,52.8,0.0,5,41.5,Pass
40.9999,"Physical Sciences, Other",f,62.3,43.0,37.5,33.9,0.0,5,41.5,Pass
16.0501,German Language and Literature,f,49.6,20.2,75.0,6.2,0.0,5,41.3,Pass
9.1001,Publishing,f,68.1,49.3,35.8,17.3,0.0,5,41.2,Pass
15.1301,"Drafting and Design Technology/Technician, General",f,63.2,79.4,26.4,16.3,0.0,5,41.2,Pass
25.9999,"Library Science, Other",f,62.6,25.8,,,0.0,3,41.2,Pass
26.0702,Entomology,f,63.5,54.3,20.3,52.8,0.0,5,41.2,Pass
50.0605,Photography,f,68.0,32.3,38.6,29.1,0.0,5,41.2,Pass
1.8103,Large Animal/Food Animal and Equine Surgery and Medicine,f,0.0,0.0,57.6,92.4,100.0,5,41.1,Pass
22.0216,Compliance Law,f,24.2,,64.7,55.0,0.0,4,41.1,Pass
30.2501,"Cognitive Science, General",f,53.4,44.6,42.1,38.4,0.0,5,41.1,Pass
40.0507,Polymer Chemistry,f,45.7,83.3,23.4,52.3,0.0,5,41.1,Pass
40.0605,Hydrology and Water Resources Science,f,57.5,62.7,25.8,44.5,0.0,5,41.1,Pass
3.0201,"Environmental/Natural Resources Management and Policy, General",f,83.7,52.2,6.8,40.0,0.0,5,41.0,Pass
13.1308,Family and Consumer Sciences/Home Economics Teacher Education,f,48.5,29.9,71.6,3.2,0.0,5,41.0,Pass
14.1004,Telecommunications Engineering,f,59.6,27.3,38.1,50.7,0.0,5,41.0,Pass
40.0809,Acoustics,f,50.4,85.7,19.4,48.1,0.0,5,41.0,Pass
50.0599,"Dramatic/Theatre Arts and Stagecraft, Other",f,48.9,60.0,36.9,41.7,0.0,5,41.0,Pass
26.0799,"Zoology/Animal Biology, Other",f,34.2,90.2,23.1,67.6,0.0,5,40.9,Pass
26.1301,Ecology,f,67.7,43.8,20.3,52.8,0.0,5,40.9,Pass
26.1503,Neurobiology and Anatomy,f,36.6,61.1,31.0,76.4,0.0,5,40.9,Pass
39.0605,Rabbinical Studies,f,55.4,28.7,56.6,19.7,0.0,5,40.9,Pass
11.9999,"Computer and Information Sciences and Support Services, Other",f,65.6,18.3,,,0.0,3,40.8,Pass
50.0904,Music Theory and Composition,f,73.5,49.0,27.8,20.7,0.0,5,40.8,Pass
26.0299,"Biochemistry, Biophysics and Molecular Biology, Other",f,41.0,95.6,20.3,52.8,0.0,5,40.7,Pass
40.0807,Optics/Optical Sciences,f,60.5,63.3,19.4,48.1,0.0,5,40.7,Pass
50.0999,"Music, Other",f,66.9,25.1,46.0,20.4,0.0,5,40.7,Pass
22.0222,Real Estate and Land Development Law,f,22.9,,64.7,55.0,0.0,4,40.6,Pass
40.0101,"Physical Sciences, General",f,41.0,24.3,77.0,10.1,0.0,5,40.6,Pass
26.1310,Ecology and Evolutionary Biology,f,51.5,73.4,20.3,52.8,0.0,5,40.5,Pass
4.0501,Interior Architecture,f,56.4,22.0,43.4,47.4,0.0,5,40.4,Pass
30.2801,Dispute Resolution,f,70.4,47.8,18.6,43.5,0.0,5,40.4,Pass
1.0302,Animal/Livestock Husbandry and Production,f,12.2,71.2,81.4,10.5,0.0,5,40.3,Pass
9.0701,Radio and Television,f,63.1,29.0,35.5,42.3,0.0,5,40.3,Pass
13.1015,Education/Teaching of Individuals in Early Childhood Special Education Programs,f,86.5,39.0,12.7,30.6,0.0,5,40.2,Pass
14.1003,Laser and Optical Engineering,f,42.9,54.5,39.2,49.2,0.0,5,40.2,Pass
41.9999,"Science Technologies/Technicians, Other",f,46.3,69.7,30.1,45.7,0.0,5,40.2,Pass
13.1211,Online Educator/Online Teaching,f,35.7,35.3,79.2,2.1,0.0,5,40.1,Pass
22.0206,Comparative Law,f,34.2,14.5,64.7,55.0,0.0,5,40.1,Pass
40.0510,Forensic Chemistry,f,35.2,97.5,23.4,52.3,0.0,5,40.1,Pass
13.0410,Urban Education and Leadership,f,78.1,47.5,12.1,38.6,0.0,5,40.0,Pass
50.0301,"Dance, General",f,68.7,37.9,29.5,32.4,0.0,5,40.0,Pass
51.0916,Radiation Protection/Health Physics Technician,f,0.0,0.0,56.4,87.1,100.0,5,40.0,Pass
13.0402,Administration of Special Education,f,59.4,82.4,12.1,38.6,0.0,5,39.6,Pass
16.1603,Sign Language Interpretation and Translation,f,51.1,86.9,23.8,27.0,0.0,5,39.6,Pass
27.0306,Mathematical Biology,f,0.0,0.0,49.3,98.4,100.0,5,39.6,Pass
40.0202,Astrophysics,f,45.7,83.3,20.3,48.8,0.0,5,39.6,Pass
50.0404,Industrial and Product Design,f,56.1,22.6,48.5,32.3,0.0,5,39.6,Pass
52.0401,"Administrative Assistant and Secretarial Science, General",f,10.0,,97.1,10.3,0.0,4,39.6,Pass
52.0402,Executive Assistant/Executive Secretary,f,10.0,,97.1,10.3,0.0,4,39.6,Pass
16.1001,"American Indian/Native American Languages, Literatures, and Linguistics",f,20.2,66.8,75.0,6.2,0.0,5,39.5,Pass
52.0807,Investments and Securities,f,32.3,7.6,64.5,62.1,0.0,5,39.5,Pass
3.0101,"Natural Resources/Conservation, General",f,85.1,56.7,10.1,15.5,0.0,5,39.4,Pass
16.0902,Italian Language and Literature,f,42.1,22.3,75.0,6.2,0.0,5,39.4,Pass
13.0499,"Educational Administration and Supervision, Other",f,86.7,25.5,12.1,38.6,0.0,5,39.3,Pass
16.1602,Linguistics of ASL and Other Sign Languages,f,24.2,55.0,73.6,11.3,0.0,5,39.3,Pass
43.0203,Fire Science/Fire-fighting,f,30.1,,58.7,45.0,0.0,4,39.3,Pass
9.0499,"Journalism, Other",f,79.1,74.6,11.3,6.0,0.0,5,39.2,Pass
26.0507,Immunology,f,36.4,50.1,31.0,76.4,0.0,5,39.2,Pass
1.0301,"Agricultural Production Operations, General",f,25.5,34.6,81.9,11.3,0.0,5,39.1,Pass
30.3801,Earth Systems Science,f,21.5,57.5,74.8,10.4,0.0,5,39.1,Pass
50.0502,Technical Theatre/Theatre Design and Technology,f,63.9,47.6,27.7,29.9,0.0,5,39.1,Pass
13.1099,"Special Education and Teaching, Other",f,81.7,42.4,12.8,28.5,0.0,5,39.0,Pass
51.3301,Acupuncture and Oriental Medicine,f,86.3,29.4,7.1,43.6,0.0,5,39.0,Pass
3.0601,"Wildlife, Fish and Wildlands Science and Management",f,69.9,62.5,8.3,40.5,0.0,5,38.9,Pass
13.0411,Superintendency and Educational System Administration,f,70.4,11.2,48.8,9.8,0.0,5,38.9,Pass
13.1301,Agricultural Teacher Education,f,74.7,44.1,25.0,15.7,0.0,5,38.9,Pass
14.0902,Computer Hardware Engineering,f,48.1,16.7,37.6,71.1,0.0,5,38.9,Pass
14.2201,Naval Architecture and Marine Engineering,f,40.2,25.1,43.6,66.3,0.0,5,38.9,Pass
23.1301,"Writing, General",f,52.8,33.5,44.1,31.8,0.0,5,38.9,Pass
13.0299,"Bilingual, Multilingual, and Multicultural Education, Other",f,66.4,98.0,13.4,1.3,0.0,5,38.8,Pass
52.1701,Insurance,f,45.3,18.4,67.0,14.8,0.0,5,38.7,Pass
23.1304,Rhetoric and Composition,f,61.4,14.5,44.1,31.8,0.0,5,38.6,Pass
44.0504,International Policy Analysis,f,58.0,77.2,11.6,41.1,0.0,5,38.6,Pass
51.0714,Medical Insurance Specialist/Medical Biller,f,0.0,,80.8,57.1,0.0,4,38.6,Pass
16.0301,Chinese Language and Literature,f,37.3,25.9,75.0,6.2,0.0,5,38.5,Pass
10.0203,Recording Arts Technology/Technician,f,50.8,79.6,17.4,39.8,0.0,5,38.4,Pass
14.2001,Metallurgical Engineering,f,37.7,31.2,41.3,66.8,0.0,5,38.4,Pass
19.0599,"Foods, Nutrition, and Related Services, Other",f,42.1,64.3,18.0,71.8,0.0,5,38.4,Pass
30.1501,"Science, Technology and Society",f,53.4,26.4,42.1,38.4,0.0,5,38.4,Pass
52.1304,Actuarial Science,f,70.4,27.8,26.9,33.8,0.0,5,38.4,Pass
40.0699,"Geological and Earth Sciences/Geosciences, Other",f,62.5,38.5,22.4,46.5,0.0,5,38.2,Pass
16.0105,Applied Linguistics,f,57.2,88.7,14.9,21.4,0.0,5,38.1,Pass
26.0709,Wildlife Biology,f,37.3,80.0,28.2,42.9,0.0,5,38.1,Pass
26.0801,"Genetics, General",f,52.8,51.3,22.8,51.8,0.0,5,38.1,Pass
23.1399,"Rhetoric and Composition/Writing Studies, Other",f,30.9,90.4,36.5,27.9,0.0,5,38.0,Pass
14.0202,Astronautical Engineering,f,21.5,64.6,37.8,69.3,0.0,5,37.9,Pass
40.0203,Planetary Astronomy and Science,f,33.6,84.0,27.0,47.2,0.0,5,37.9,Pass
13.1320,Trade and Industrial Teacher Education,f,72.1,41.9,25.0,15.7,0.0,5,37.8,Pass
26.0701,Zoology/Animal Biology,f,52.2,24.1,29.0,65.8,0.0,5,37.8,Pass
39.0706,Chaplain/Chaplaincy Studies,f,38.4,49.8,50.9,23.3,0.0,5,37.8,Pass
43.0299,"Fire Protection, Other",f,25.5,,59.4,44.6,0.0,4,37.8,Pass
44.9999,"Public Administration and Social Service Professions, Other",f,65.1,8.3,,,0.0,3,37.8,Pass
50.0408,Interior Design,f,69.9,21.5,24.1,42.2,0.0,5,37.8,Pass
50.0916,Percussion Instruments,f,29.2,73.9,47.6,24.2,0.0,5,37.8,Pass
52.0302,Accounting Technology/Technician and Bookkeeping,f,10.0,,96.6,0.8,0.0,4,37.8,Pass
1.0905,Dairy Science,f,24.2,28.6,81.1,11.9,0.0,5,37.7,Pass
26.0599,"Microbiological Sciences and Immunology, Other",f,39.9,55.5,22.9,70.0,0.0,5,37.7,Pass
38.0207,Talmudic Studies,f,82.4,53.5,7.4,18.3,0.0,5,37.7,Pass
15.0501,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician",f,0.0,,67.5,78.1,0.0,4,37.6,Pass
52.0599,"Business/Corporate Communications, Other",f,26.9,,55.2,48.9,0.0,4,37.6,Pass
4.0901,Architectural Technology/Technician,f,22.9,75.5,36.0,56.6,0.0,5,37.5,Pass
19.0701,"Human Development and Family Studies, General",f,82.0,40.8,0.2,44.6,0.0,5,37.5,Pass
43.0399,"Homeland Security, Other",f,48.6,90.7,14.0,34.1,0.0,5,37.5,Pass
50.9999,"Visual and Performing Arts, Other",f,69.1,18.1,33.5,27.0,0.0,5,37.5,Pass
1.0902,Agricultural Animal Breeding,f,21.5,31.7,82.8,9.2,0.0,5,37.4,Pass
26.1303,Evolutionary Biology,f,37.7,80.7,20.3,52.8,0.0,5,37.4,Pass
40.1099,"Materials Sciences, Other",f,18.9,90.7,40.8,39.2,0.0,5,37.4,Pass
1.1002,Food Technology and Processing,f,33.6,92.1,8.6,72.3,0.0,5,37.3,Pass
1.1003,Brewing Science,f,25.5,,51.1,58.2,0.0,4,37.3,Pass
14.0805,Water Resources Engineering,f,37.7,19.1,50.6,52.8,0.0,5,37.3,Pass
3.0208,Environmental/Natural Resources Law Enforcement and Protective Services,f,15.9,,68.2,42.5,0.0,4,37.2,Pass
14.0802,Geotechnical and Geoenvironmental Engineering,f,28.4,,50.6,52.8,0.0,4,37.2,Pass
