cip2020_code,cip2020_title,latest_year,completions_latest_year,trend_earliest_year,completions_trend_pct,matched_soc_codes,n_socs_used,employment_weighted_openings,employment_weighted_growth_pct,in_bls_top30_flag,already_offered_by_vanderbilt
51.2301,Art Therapy/Therapist,2024,514.0,2012,20.7,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2302,Dance Therapy/Therapist,2024,44.0,2012,91.3,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2305,Music Therapy/Therapist,2024,154.0,2012,92.5,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2306,Occupational Therapy/Therapist,2024,5737.0,2012,18.3,"25-1071, 29-1122",2,21.28,16.05,t,f
51.2307,Orthotist/Prosthetist,2024,233.0,2012,348.1,"25-1071, 51-9082, 29-2091",3,25.54,16.65,t,f
51.2308,Physical Therapy/Therapist,2024,37.0,2012,-91.4,"25-1071, 29-1123",2,20.59,14.23,t,f
51.2309,Therapeutic Recreation/Recreational Therapy,2024,58.0,2012,-3.3,"25-1071, 29-1125",2,26.03,16.56,t,f
51.2310,Vocational Rehabilitation Counseling/Counselor,2024,700.0,2012,-35.1,"25-1071, 21-1015",2,23.21,13.47,t,f
51.2311,Kinesiotherapy/Kinesiotherapist,2024,34.0,2012,209.1,"29-1123, 29-1128",2,12.26,10.79,f,f
51.2312,Assistive/Augmentative Technology and Rehabilitation Engineering,2024,71.0,2014,610.0,"17-2199, 21-1015, 51-9082",3,9.19,1.93,f,f
51.2313,Animal-Assisted Therapy,2024,0.0,2013,-100.0,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2314,Rehabilitation Science,2024,35.0,2012,-67.6,"25-1071, 21-1015, 19-1099",3,22.75,13.27,t,f
51.2317,Play Therapy/Therapist,2024,0.0,2024,,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2399,"Rehabilitation and Therapeutic Professions, Other",2024,165.0,2012,-51.0,"25-1071, 29-1129",2,23.62,16.36,t,f
51.2703,Medical Illustration/Medical Illustrator,2024,47.0,2012,51.6,27-1013,1,2.20,-1.20,f,f
51.2706,Medical Informatics,2024,2517.0,2012,1018.7,"15-1299, 25-1199, 29-9021",3,24.93,6.91,t,t
51.2799,"Medical Illustration and Informatics, Other",2024,1.0,2015,-75.0,,0,,,f,f
51.3101,Dietetics/Dietitian,2024,960.0,2012,140.0,"29-1031, 29-2051",2,5.64,4.74,f,f
51.3102,Clinical Nutrition/Nutritionist,2024,711.0,2012,464.3,29-1031,1,6.20,5.50,f,f
51.3103,Dietetic Technician,2024,0.0,2013,-100.0,29-2051,1,4.00,2.50,f,f
51.3199,"Dietetics and Clinical Nutrition Services, Other",2024,229.0,2012,990.5,29-1031,1,6.20,5.50,f,f
51.3201,Bioethics/Medical Ethics,2024,432.0,2012,89.5,"21-2021, 29-9099, 25-1126",3,10.00,2.22,f,f
51.3202,Health Professions Education,2024,30.0,2020,,"25-1071, 11-9033, 25-1081",3,19.92,9.39,t,f
51.3203,Nursing Education,2024,3449.0,2020,17.0,"11-9033, 25-1072",2,13.23,6.05,t,f
51.3204,Medical/Health Humanities,2024,38.0,2020,5.6,"25-1199, 19-3099, 25-1069",3,10.77,1.21,f,f
51.3299,"Health Professions Education, Ethics, and Humanities, Other",2024,0.0,2020,-100.0,"11-9111, 25-1199",2,50.95,18.29,t,f
51.3300,"Alternative and Complementary Medicine and Medical Systems, General",2024,34.0,2012,161.5,29-1299,1,2.40,2.00,f,f
51.3301,Acupuncture and Oriental Medicine,2024,878.0,2012,-32.0,"29-1299, 29-1291",2,1.99,3.30,f,f
51.3302,Traditional Chinese Medicine and Chinese Herbology,2024,70.0,2012,-64.6,29-9099,1,2.60,3.60,f,f
51.3303,Naturopathic Medicine/Naturopathy,2024,10.0,2016,,29-1299,1,2.40,2.00,f,f
51.3305,Ayurvedic Medicine/Ayurveda,2024,87.0,2013,,29-1299,1,2.40,2.00,f,f
51.3306,Holistic/Integrative Health,2024,28.0,2012,600.0,29-1299,1,2.40,2.00,f,f
51.3399,"Alternative and Complementary Medicine and Medical Systems, Other",2024,5.0,2012,-75.0,29-1299,1,2.40,2.00,f,f
51.3401,Direct Entry Midwifery,2024,5.0,2012,-16.7,29-1299,1,2.40,2.00,f,f
51.3499,"Alternative and Complementary Medical Support Services, Other",2024,29.0,2013,,29-1299,1,2.40,2.00,f,f
51.3601,Movement Therapy and Movement Education,2024,16.0,2012,0.0,29-1129,1,4.10,11.50,f,f
51.3602,Yoga Teacher Training/Yoga Therapy,2024,35.0,2014,,39-9031,1,74.20,11.90,f,f
51.3701,Aromatherapy,2024,8.0,2020,,29-1299,1,2.40,2.00,f,f
51.3702,Herbalism/Herbalist,2024,28.0,2012,27.3,"29-9099, 29-1299",2,2.50,2.80,f,f
51.3801,Registered Nursing/Registered Nurse,2024,20091.0,2012,71.7,"29-1141, 25-1072",2,184.35,5.21,t,t
51.3802,Nursing Administration,2024,6133.0,2012,156.5,"29-1141, 11-9111, 29-1171",3,159.20,10.11,t,f
51.3803,Adult Health Nurse/Nursing,2024,1814.0,2012,112.7,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3804,Nurse Anesthetist,2024,362.0,2012,-79.1,"25-1072, 29-1151",2,6.42,13.77,t,f
51.3805,Family Practice Nurse/Nursing,2024,12710.0,2012,246.8,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3806,Maternal/Child Health and Neonatal Nurse/Nursing,2024,125.0,2012,-41.9,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3807,Nurse Midwife/Nursing Midwifery,2024,481.0,2012,122.7,"25-1072, 29-1161",2,7.90,16.31,t,f
51.3808,Nursing Science,2024,1095.0,2012,-45.4,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,t
51.3809,Pediatric Nurse/Nursing,2024,353.0,2012,34.7,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3810,Psychiatric/Mental Health Nurse/Nursing,2024,1779.0,2012,708.6,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3811,Public Health/Community Nurse/Nursing,2024,204.0,2012,-1.0,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3812,Perioperative/Operating Room and Surgical Nurse/Nursing,2024,109.0,2012,172.5,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3813,Clinical Nurse Specialist,2024,252.0,2012,-4.2,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3814,Critical Care Nursing,2024,431.0,2012,197.2,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3815,Occupational and Environmental Health Nursing,2024,8.0,2012,14.3,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3816,Emergency Room/Trauma Nursing,2024,24.0,2012,-11.1,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3818,Nursing Practice,2024,527.0,2012,63.2,"29-1141, 11-9111, 29-1171",3,159.20,10.11,t,t
51.3819,Palliative Care Nursing,2024,0.0,2012,-100.0,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3820,Clinical Nurse Leader,2024,413.0,2012,61.3,"29-1141, 11-9111, 29-1171",3,159.20,10.11,t,f
51.3821,Geriatric Nurse/Nursing,2024,446.0,2012,291.2,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3822,Women's Health Nurse/Nursing,2024,300.0,2012,96.1,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3824,Forensic Nursing,2024,19.0,2020,216.7,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3899,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other",2024,1213.0,2012,4.7,"29-1141, 29-1171, 25-1072",3,171.31,8.15,t,f
51.3901,Licensed Practical/Vocational Nurse Training,2013,0.0,2013,,29-2061,1,54.40,2.60,f,f
51.3999,"Practical Nursing, Vocational Nursing and Nursing Assistants, Other",2022,0.0,2012,-100.0,"31-1131, 29-2061",2,157.51,2.39,f,f
51.9999,"Health Professions and Related Clinical Sciences, Other",2024,954.0,2012,31.0,,0,,,f,f
52.0101,"Business/Commerce, General",2024,8023.0,2012,-31.3,"11-1021, 11-9199, 13-1111",3,227.71,5.19,t,f
52.0201,"Business Administration and Management, General",2024,97150.0,2012,-4.4,"11-1021, 11-9199, 13-1199",3,226.95,4.15,t,f
52.0202,"Purchasing, Procurement/Acquisitions and Contracts Management",2024,296.0,2012,-46.0,"11-3012, 11-3013, 25-1011",3,17.36,4.59,f,f
52.0203,"Logistics, Materials, and Supply Chain Management",2024,1223.0,2012,102.8,"11-3051, 13-1081, 11-3071",3,20.74,8.30,t,f
52.0204,Office Management and Supervision,2024,60.0,2012,-84.0,"43-1011, 11-3012",2,126.52,0.43,f,f
52.0205,Operations Management and Supervision,2024,608.0,2012,-35.3,"51-1011, 11-3021, 49-1011",3,58.87,6.50,t,f
52.0206,Non-Profit/Public/Organizational Management,2024,1297.0,2012,-15.8,"11-1021, 11-9199, 11-9111",3,234.29,6.47,t,f
52.0207,Customer Service Management,2024,18.0,2012,800.0,"43-1011, 11-3012",2,126.52,0.43,f,f
52.0208,E-Commerce/Electronic Commerce,2024,58.0,2012,-72.8,"43-1011, 41-1011, 13-1199",3,127.45,-0.96,f,f
52.0209,Transportation/Mobility Management,2024,101.0,2012,119.6,11-3071,1,18.50,6.10,f,f
52.0210,Research and Development Management,2024,210.0,2012,707.7,"11-9199, 11-9111, 11-9121",3,88.34,10.07,t,f
52.0211,Project Management,2024,1405.0,2012,121.6,"11-9199, 13-1082, 25-1011",3,90.60,5.01,t,f
52.0212,Retail Management,2024,81.0,2014,710.0,"11-1021, 41-1011, 25-1011",3,252.68,1.86,t,f
52.0213,Organizational Leadership,2024,6770.0,2012,311.6,"11-9199, 13-1111, 11-3121",3,95.70,6.30,t,t
52.0215,Risk Management,2024,3.0,2023,,"11-1021, 11-3031, 13-2053",3,257.41,6.13,t,f
52.0216,Science/Technology Management,2024,97.0,2020,4.3,"11-9199, 13-1082, 11-9111",3,87.58,8.73,t,f
52.0299,"Business Administration, Management and Operations, Other",2024,3392.0,2012,-31.4,,0,,,f,f
52.0301,Accounting,2024,12504.0,2012,-19.6,"13-2011, 25-1011, 13-2082",3,111.64,4.66,t,f
52.0302,Accounting Technology/Technician and Bookkeeping,2020,1.0,2012,,"43-3031, 43-3051, 13-2082",3,148.69,-6.24,f,f
52.0303,Auditing,2024,54.0,2012,80.0,"13-2011, 25-1011, 13-2061",3,112.94,5.18,t,f
52.0304,Accounting and Finance,2024,541.0,2012,9.7,"13-2011, 11-3031, 13-2051",3,95.94,7.89,t,f
52.0305,Accounting and Business/Management,2024,289.0,2012,-3.3,"13-2011, 11-3031, 13-2051",3,95.94,7.89,t,f
52.0399,"Accounting and Related Services, Other",2024,97.0,2012,-72.8,,0,,,f,f
52.0401,"Administrative Assistant and Secretarial Science, General",2018,1.0,2012,,"43-6014, 43-1011, 43-6011",3,160.93,-1.09,f,f
52.0402,Executive Assistant/Executive Secretary,2016,1.0,2016,,"43-6014, 43-1011, 43-6011",3,160.93,-1.09,f,f
52.0407,Business/Office Automation/Technology/Data Entry,2016,4.0,2016,,"43-9021, 43-4161",2,9.30,-18.34,f,f
52.0409,"Parts, Warehousing, and Inventory Management Operations",2013,6.0,2012,20.0,43-5061,1,34.10,-1.80,f,f
52.0499,"Business Operations Support and Secretarial Services, Other",2019,0.0,2012,-100.0,13-1199,1,108.20,3.00,f,f
52.0501,"Business/Corporate Communications, General",2024,90.0,2012,-47.1,"27-3031, 27-3043, 27-3041",3,20.57,3.66,f,f
52.0599,"Business/Corporate Communications, Other",2024,12.0,2021,,"27-3031, 27-3043, 27-3041",3,20.57,3.66,f,f
52.0601,Business/Managerial Economics,2024,37.0,2012,-90.7,"13-1111, 13-2054, 19-3011",3,91.72,8.56,t,f
52.0701,Entrepreneurship/Entrepreneurial Studies,2024,1031.0,2012,24.2,"11-1021, 11-9199, 11-1011",3,241.85,4.42,t,f
52.0703,Small Business Administration/Management,2024,0.0,2012,-100.0,"11-9199, 11-9179",2,104.77,4.54,t,f
52.0704,Social Entrepreneurship,2024,3.0,2020,,"11-1021, 11-9199, 11-1011",3,241.85,4.42,t,f
52.0799,"Entrepreneurial and Small Business Operations, Other",2024,103.0,2012,90.7,,0,,,f,f
52.0801,"Finance, General",2024,3153.0,2012,-49.7,"11-1021, 11-3031, 13-2051",3,246.51,6.32,t,f
52.0803,Banking and Financial Support Services,2024,14.0,2012,-88.9,"43-3071, 43-4131, 43-3011",3,21.68,-9.60,f,f
52.0804,Financial Planning and Services,2024,234.0,2012,-18.2,"41-3031, 13-2052, 25-1011",3,29.99,5.74,f,f
52.0806,International Finance,2024,2.0,2012,-94.1,"11-3031, 13-2051, 25-1011",3,55.87,11.60,t,f
52.0807,Investments and Securities,2024,19.0,2012,-90.2,"41-3031, 13-2051, 25-1011",3,30.11,4.45,f,f
52.0808,Public Finance,2024,20.0,2012,,"11-3031, 13-2051, 25-1011",3,55.87,11.60,t,f
52.0810,Financial Risk Management,2024,0.0,2020,-100.0,"11-1021, 11-3031, 13-2051",3,246.51,6.32,t,f
52.0899,"Finance and Financial Management Services, Other",2024,109.0,2012,-44.1,11-3031,1,74.60,14.80,t,f
52.0901,"Hospitality Administration/Management, General",2024,784.0,2012,82.3,"11-9051, 11-9081, 11-9072",3,34.23,6.18,f,f
52.0903,Tourism and Travel Services Management,2024,54.0,2012,-68.6,"11-9199, 11-9179",2,104.77,4.54,t,f
52.0904,Hotel/Motel Administration/Management,2024,125.0,2012,15.7,"13-1199, 11-9051, 11-3013",3,86.13,3.77,f,f
52.0905,Restaurant/Food Services Management,2024,51.0,2013,2450.0,"11-9051, 11-9081",2,37.30,6.01,f,f
52.0906,Resort Management,2021,0.0,2015,,"11-9081, 11-9072",2,5.45,5.35,f,f
52.0907,Meeting and Event Planning,2024,71.0,2015,7000.0,13-1121,1,15.50,4.80,f,f
52.0908,Casino Management,2022,0.0,2019,-100.0,"39-1013, 11-9071",2,2.93,1.89,f,f
52.0910,Brewery/Brewpub Operations/Management,2024,3.0,2022,,11-9051,1,42.00,6.40,f,f
52.0999,"Hospitality Administration/Management, Other",2024,34.0,2012,-73.2,"11-9199, 11-9051, 11-9081",3,90.54,4.85,t,f
52.1001,"Human Resources Management/Personnel Administration, General",2024,5218.0,2012,57.0,"13-1071, 13-1151, 13-1041",3,61.18,6.61,t,f
52.1002,Labor and Industrial Relations,2024,446.0,2012,-40.3,"13-1041, 11-3121, 25-1011",3,25.20,3.97,f,f
52.1003,Organizational Behavior Studies,2024,914.0,2012,-65.2,"13-1071, 11-3121, 25-1011",3,64.64,5.95,t,f
52.1004,Labor Studies,2024,52.0,2012,136.4,"11-3121, 25-1011, 13-1075",3,13.17,4.33,f,f
52.1005,Human Resources Development,2024,819.0,2012,-22.9,13-1151,1,43.90,10.80,f,f
52.1006,Executive/Career Coaching,2024,29.0,2021,141.7,"13-1071, 13-1151, 21-1012",3,61.35,6.80,t,f
52.1099,"Human Resources Management and Services, Other",2024,570.0,2012,-63.2,"13-1071, 43-4161",2,75.13,4.98,t,f
52.1101,International Business/Trade/Commerce,2024,1249.0,2012,-57.9,"11-1021, 13-1199, 11-1011",3,245.50,4.07,t,f
52.1201,"Management Information Systems, General",2024,1162.0,2012,-46.3,"11-3021, 15-1251, 15-1243",3,44.46,11.69,t,f
52.1206,Information Resources Management,2024,916.0,2012,106.3,"11-3021, 25-1021",2,52.32,14.58,t,f
52.1207,Knowledge Management,2024,59.0,2012,-1.7,"11-3021, 25-1021",2,52.32,14.58,t,f
52.1299,"Management Information Systems and Services, Other",2024,27.0,2012,-79.2,"11-3021, 25-1021",2,52.32,14.58,t,f
52.1301,Management Science,2024,23761.0,2012,1797.8,"11-1021, 13-1111, 11-1011",3,246.89,5.32,t,f
52.1302,Business Statistics,2024,3993.0,2012,5950.0,"15-2051, 25-1011, 25-1022",3,16.79,21.97,t,f
52.1304,Actuarial Science,2024,232.0,2012,-34.6,"13-2053, 25-1011, 13-2054",3,7.46,2.24,f,f
52.1399,"Management Sciences and Quantitative Methods, Other",2024,16905.0,2012,7380.1,,0,,,f,f
52.1401,"Marketing/Marketing Management, General",2024,1929.0,2012,-1.2,"13-1161, 11-2022, 11-2021",3,64.24,6.05,t,f
52.1402,Marketing Research,2024,66.0,2012,-38.3,"13-1161, 11-2021, 25-1011",3,66.75,6.60,t,f
52.1403,International Marketing,2024,288.0,2012,176.9,"13-1161, 11-2021, 25-1011",3,66.75,6.60,t,f
52.1404,Digital Marketing,2024,357.0,2020,,"13-1161, 11-2021, 15-1255",3,65.82,6.70,t,f
52.1499,"Marketing, Other",2024,299.0,2012,78.0,"13-1161, 11-2021, 25-1011",3,66.75,6.60,t,f
52.1501,Real Estate,2024,1079.0,2012,37.3,"11-9141, 41-9022, 41-9021",3,34.72,3.36,f,f
52.1601,Taxation,2024,850.0,2012,-54.2,"13-2011, 13-2082, 13-2061",3,113.81,5.12,t,f
52.1701,Insurance,2024,48.0,2012,-56.4,"41-3021, 13-1031, 13-2053",3,33.55,-0.04,f,f
52.1801,"Sales, Distribution, and Marketing Operations, General",2024,503.0,2012,138.4,"41-4012, 25-1011",2,107.02,0.69,f,f
52.1802,Merchandising and Buying Operations,2024,0.0,2012,-100.0,,0,,,f,f
52.1803,Retailing and Retail Operations,2024,1.0,2012,-75.0,"41-1011, 41-3091, 41-9099",3,119.37,-1.04,f,f
52.1804,Selling Skills and Sales Operations,2024,1.0,2020,-80.0,"41-1011, 41-3091, 41-1012",3,113.46,-1.13,f,f
52.1899,"General Merchandising, Sales, and Related Marketing Operations, Other",2024,0.0,2012,,"41-1011, 41-4012, 41-1012",3,110.22,-2.21,f,f
52.1902,Fashion Merchandising,2024,27.0,2012,350.0,41-4012,1,114.80,0.30,f,f
52.1904,Apparel and Accessories Marketing Operations,2024,30.0,2012,275.0,"41-4012, 13-1161",2,103.26,2.98,t,f
52.1909,Special Products Marketing Operations,2024,14.0,2012,7.7,"41-1011, 41-4012, 13-1161",3,111.75,-0.12,t,f
52.1999,"Specialized Merchandising, Sales, and Marketing Operations, Other",2024,66.0,2012,83.3,,0,,,f,f
52.2001,"Construction Management, General",2024,310.0,2012,18.3,11-9021,1,46.80,8.70,f,f
52.2101,Telecommunications Management,2024,16.0,2012,433.3,"11-9199, 11-3021, 25-1011",3,85.67,7.95,t,f
52.9999,"Business, Management, Marketing, and Related Support Services, Other",2024,946.0,2012,-22.5,,0,,,f,f
54.0101,"History, General",2024,3009.0,2012,-16.0,"11-9199, 25-2031, 25-1125",3,87.57,1.73,t,f
54.0102,American  History (United States),2024,229.0,2012,332.1,"11-9199, 25-2031, 25-1125",3,87.57,1.73,t,f
54.0103,European History,2024,1.0,2012,-80.0,"11-9199, 25-1125, 19-3093",3,104.54,4.41,t,f
54.0104,History and Philosophy of Science and Technology,2024,35.0,2012,-5.4,"11-9199, 11-9121, 25-1125",3,97.93,4.36,t,f
54.0105,Public/Applied History,2024,109.0,2012,-40.1,"11-9199, 25-1125, 25-4013",3,103.62,4.43,t,f
54.0108,Military History,2024,121.0,2012,-29.2,"11-9199, 25-1125, 19-3093",3,104.54,4.41,t,f
54.0199,"History, Other",2024,138.0,2012,-8.0,"11-9199, 25-1125, 19-3093",3,104.54,4.41,t,f
