cip2020_code,cip2020_title,latest_year,completions_latest_year,trend_earliest_year,completions_trend_pct,matched_soc_codes,n_socs_used,employment_weighted_openings,employment_weighted_growth_pct,in_bls_top30_flag,already_offered_by_vanderbilt
29.0202,Strategic Intelligence,2024,85.0,2012,214.8,,0,,,f,f
29.0203,Signal/Geospatial Intelligence,2024,20.0,2017,300.0,"33-1012, 33-3021, 17-1021",3,9.19,1.61,f,f
29.0204,"Command & Control (C3, C4I) Systems and Operations",2024,3.0,2023,,,0,,,f,f
29.0205,Information Operations/Joint Information Operations,2019,9.0,2012,-18.2,,0,,,f,f
29.0206,Information/Psychological Warfare and Military Media Relations,2024,9.0,2013,0.0,,0,,,f,f
29.0207,Cyber/Electronic Operations and Warfare,2024,424.0,2014,4611.1,,0,,,f,f
29.0299,"Intelligence, Command Control and Information Operations, Other",2015,0.0,2012,-100.0,,0,,,f,f
29.0301,Combat Systems Engineering,2024,13.0,2012,-53.6,,0,,,f,f
29.0303,Engineering Acoustics,2024,8.0,2012,166.7,17-3029,1,5.70,1.50,f,f
29.0305,Space Systems Operations,2024,93.0,2012,,,0,,,f,f
29.0306,Operational Oceanography,2024,0.0,2021,-100.0,17-3029,1,5.70,1.50,f,f
29.0307,Undersea Warfare,2024,15.0,2015,25.0,17-3029,1,5.70,1.50,f,f
29.0399,"Military Applied Sciences, Other",2013,2.0,2012,0.0,,0,,,f,f
29.0402,Air and Space Operations Technology,2024,0.0,2022,,17-3021,1,0.90,8.10,f,f
29.0405,"Joint Command/Task Force (C3, C4I) Systems",2024,0.0,2012,-100.0,,0,,,f,f
29.9999,"Military Technologies and Applied Sciences, Other",2024,22.0,2012,-64.5,,0,,,f,f
30.0000,"Multi-/Interdisciplinary Studies, General",2024,412.0,2012,1229.0,,0,,,f,f
30.0101,Biological and Physical Sciences,2024,546.0,2012,47.2,"25-2031, 25-1199, 11-9121",3,54.85,-0.75,f,f
30.0501,Peace Studies and Conflict Resolution,2024,374.0,2012,-36.9,"25-1199, 19-3099, 23-1022",3,11.18,1.29,f,f
30.0601,Systems Science and Theory,2024,423.0,2012,102.4,"11-9199, 25-1199",2,95.43,4.17,t,f
30.0801,Mathematics and Computer Science,2024,375.0,2012,733.3,"15-1252, 11-3021, 15-1299",3,87.19,14.39,t,f
30.1001,Biopsychology,2024,0.0,2012,-100.0,"19-1042, 11-9121, 25-1042",3,8.43,6.87,f,f
30.1101,Gerontology,2024,266.0,2012,-30.7,"25-1071, 19-1042, 19-3099",3,19.47,12.87,t,f
30.1201,"Historic Preservation and Conservation, General",2024,173.0,2012,-19.9,"25-1199, 11-3013, 25-4011",3,13.03,2.73,f,f
30.1202,Cultural Resource Management and Policy Analysis,2024,47.0,2012,62.1,"11-9199, 25-1062, 25-4011",3,104.85,4.47,t,f
30.1299,"Historic Preservation and Conservation, Other",2024,7.0,2014,16.7,"25-1199, 11-3013, 25-4011",3,13.03,2.73,f,f
30.1301,Medieval and Renaissance Studies,2024,15.0,2012,-6.3,"25-1125, 19-3093",2,1.53,0.09,f,f
30.1401,Museology/Museum Studies,2024,506.0,2012,14.5,"25-1199, 25-4013, 25-4012",3,11.82,2.43,f,f
30.1501,"Science, Technology and Society",2024,82.0,2012,-37.9,"25-1199, 11-9121",2,11.69,2.49,f,f
30.1601,Accounting and Computer Science,2024,0.0,2012,-100.0,"15-1252, 13-2011, 11-3031",3,110.12,11.32,t,f
30.1701,Behavioral Sciences,2024,1862.0,2012,2170.7,"11-9151, 21-1099, 19-3039",3,14.88,5.56,f,f
30.1801,Natural Sciences,2024,69.0,2012,-51.1,"25-1199, 11-9121, 19-2099",3,10.72,2.30,f,f
30.1901,Nutrition Sciences,2024,1727.0,2012,162.9,"25-1071, 11-9121, 29-1031",3,19.36,12.16,t,f
30.2001,International/Globalization Studies,2024,827.0,2012,-29.4,"25-1069, 19-3094",2,1.26,0.55,f,f
30.2101,Holocaust and Related Studies,2024,21.0,2012,250.0,"19-3099, 25-1125, 25-1069",3,2.36,-0.45,f,f
30.2201,Ancient Studies/Civilization,2024,9.0,2012,350.0,"25-1125, 25-1062, 19-3091",3,1.35,1.30,f,f
30.2202,"Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology",2024,3.0,2012,0.0,"25-1125, 25-1062, 25-1061",3,1.34,1.04,f,f
30.2301,Intercultural/Multicultural and Diversity Studies,2024,133.0,2012,54.7,"19-3099, 25-1062",2,2.65,-0.62,f,f
30.2501,"Cognitive Science, General",2024,82.0,2012,0.0,"25-1199, 11-9121",2,11.69,2.49,f,f
30.2601,Cultural Studies/Critical Theory and Analysis,2024,42.0,2012,1300.0,"25-1199, 19-3099, 25-1062",3,10.99,1.24,f,f
30.2701,Human Biology,2024,40.0,2019,3900.0,"11-9121, 25-1042, 19-1029",3,6.62,4.03,f,f
30.2801,Dispute Resolution,2024,232.0,2012,5.9,"25-1011, 13-1075, 25-1112",3,6.23,3.26,f,f
30.2901,Maritime Studies,2024,22.0,2017,2100.0,"25-1199, 19-3093",2,13.26,1.81,f,f
30.3001,Computational Science,2024,1682.0,2012,6369.2,"15-1299, 15-2051, 25-1199",3,25.52,13.80,t,f
30.3101,Human Computer Interaction,2024,1261.0,2012,1901.6,"11-3021, 15-1299, 15-1255",3,41.83,11.76,t,f
30.3201,Marine Sciences,2024,98.0,2012,157.9,"25-1199, 11-9121, 19-2041",3,10.93,2.95,f,f
30.3301,Sustainability Studies,2024,1850.0,2012,839.1,"25-1199, 11-9121, 19-2041",3,10.93,2.95,f,f
30.3401,Anthrozoology,2024,23.0,2021,,"11-9013, 39-2021, 25-1199",3,73.12,2.82,f,f
30.3501,Climate Science,2024,91.0,2022,127.5,"11-9121, 25-1051, 19-2021",3,7.10,3.36,f,f
30.3801,Earth Systems Science,2024,8.0,2020,33.3,"25-2031, 11-9121, 19-2042",3,59.97,-1.05,f,f
30.3901,Economics and Computer Science,2024,42.0,2023,40.0,"15-1252, 11-9199, 11-3021",3,101.37,11.61,t,f
30.4101,Environmental Geosciences,2024,3.0,2020,,"25-2031, 13-1041, 11-9121",3,53.97,-0.07,f,f
30.4401,Geography and Environmental Studies,2024,186.0,2022,675.0,"11-9121, 19-2041, 19-3099",3,7.58,3.03,f,f
30.4601,History and Political Science,2024,5.0,2021,25.0,"11-9199, 19-3099, 19-4061",3,100.80,4.32,t,f
30.4801,Linguistics and Computer Science,2024,7.0,2020,16.7,"15-1252, 15-2051, 25-1123",3,100.03,17.40,t,f
30.4901,Mathematical Economics,2024,8.0,2023,100.0,"11-9121, 15-2041, 19-3011",3,6.27,4.42,f,f
30.5202,Digital Humanities,2024,2.0,2024,,"11-9199, 25-1199, 25-1123",3,91.33,3.98,t,f
30.5301,Thanatology,2024,1.0,2020,,"11-9151, 21-1022, 25-1199",3,16.97,5.41,f,f
30.7001,"Data Science, General",2024,4322.0,2020,2601.3,"15-1252, 11-3021, 15-2051",3,91.29,17.32,t,f
30.7099,"Data Science, Other",2024,6.0,2022,-76.0,"15-2051, 25-1199, 11-9121",3,17.08,16.78,t,f
30.7101,"Data Analytics, General",2024,931.0,2020,958.0,"13-1111, 15-2051, 25-1199",3,75.58,11.98,t,f
30.7102,Business Analytics,2024,6456.0,2020,2402.3,"13-1111, 13-1161, 15-2051",3,85.45,10.61,t,f
30.7103,Data Visualization,2024,17.0,2023,70.0,"13-1111, 15-2051, 25-1199",3,75.58,11.98,t,f
30.7104,Financial Analytics,2024,965.0,2022,984.3,"13-1111, 11-3031, 13-2051",3,77.64,10.56,t,f
30.7199,"Data Analytics, Other",2024,70.0,2020,,"13-1111, 15-2051, 25-1199",3,75.58,11.98,t,f
30.9999,"Multi-/Interdisciplinary Studies, Other",2024,2025.0,2012,-20.7,,0,,,f,f
31.0101,"Parks, Recreation, and Leisure Studies",2024,164.0,2012,-45.7,25-1193,1,1.10,2.40,f,f
31.0301,"Parks, Recreation, and Leisure Facilities Management, General",2024,283.0,2012,-33.7,"11-1021, 11-3013, 11-9072",3,293.90,4.41,t,f
31.0302,Golf Course Operation and Grounds Management,2024,5.0,2022,,"37-3011, 37-1012, 11-9072",3,132.91,3.52,f,f
31.0399,"Parks, Recreation, and Leisure Facilities Management, Other",2014,0.0,2012,,"11-1021, 11-9072",2,305.21,4.44,t,f
31.0501,"Sports, Kinesiology, and Physical Education/Fitness, General",2024,936.0,2012,-20.3,"39-9031, 27-2022, 27-2021",3,57.95,9.30,f,f
31.0504,Sport and Fitness Administration/Management,2024,4581.0,2012,52.0,"39-9031, 27-2022, 11-9072",3,56.28,9.31,f,f
31.0505,Exercise Science and Kinesiology,2024,2684.0,2012,37.2,29-1128,1,1.70,9.50,f,f
31.0507,Physical Fitness Technician,2024,16.0,2017,33.3,"39-9031, 29-9091",2,68.18,11.83,f,f
31.0508,Sports Studies,2024,172.0,2012,120.5,25-1193,1,1.10,2.40,f,f
31.0599,"Sports, Kinesiology, and Physical Education/Fitness, Other",2024,62.0,2012,59.0,,0,,,f,f
31.0601,Outdoor Education,2024,64.0,2012,128.6,"39-9032, 39-1014",2,53.15,4.70,f,f
31.9999,"Parks, Recreation, Leisure, Fitness, and Kinesiology, Other",2024,6.0,2012,-25.0,,0,,,f,f
38.0001,"Philosophy and Religious Studies, General",2024,36.0,2012,1100.0,25-1126,1,2.00,0.70,f,f
38.0101,Philosophy,2024,722.0,2012,-11.1,25-1126,1,2.00,0.70,f,f
38.0102,Logic,2024,3.0,2012,-70.0,"11-9121, 25-1022, 15-2021",3,6.92,3.14,f,f
38.0103,Ethics,2024,50.0,2012,35.1,25-1126,1,2.00,0.70,f,f
38.0104,Applied and Professional Ethics,2024,44.0,2012,144.4,25-1126,1,2.00,0.70,f,f
38.0199,"Philosophy, Other",2024,9.0,2012,28.6,25-1126,1,2.00,0.70,f,f
38.0201,Religion/Religious Studies,2024,331.0,2012,-47.1,25-1126,1,2.00,0.70,f,f
38.0202,Buddhist Studies,2024,9.0,2012,,25-1126,1,2.00,0.70,f,f
38.0203,Christian Studies,2024,245.0,2012,-2.8,25-1126,1,2.00,0.70,f,f
38.0204,Hindu Studies,2021,0.0,2016,-100.0,25-1126,1,2.00,0.70,f,f
38.0205,Islamic Studies,2024,22.0,2012,69.2,25-1062,1,1.10,2.40,f,f
38.0206,Jewish/Judaic Studies,2024,99.0,2012,54.7,25-1062,1,1.10,2.40,f,f
38.0207,Talmudic Studies,2024,579.0,2020,20.4,25-1126,1,2.00,0.70,f,f
38.0208,Catholic Studies,2024,35.0,2020,400.0,25-1062,1,1.10,2.40,f,f
38.0299,"Religion/Religious Studies, Other",2024,21.0,2012,-68.2,,0,,,f,f
38.9999,"Philosophy and Religious Studies, Other",2024,86.0,2012,-30.1,25-1126,1,2.00,0.70,f,f
39.0201,Bible/Biblical Studies,2024,730.0,2012,41.2,"21-2021, 25-1126",2,11.86,1.87,f,f
39.0301,Missions/Missionary Studies,2024,343.0,2012,18.7,"21-2021, 25-1126",2,11.86,1.87,f,f
39.0302,Church Planting,2024,9.0,2021,,21-2099,1,11.10,0.60,f,f
39.0401,Religious Education,2024,416.0,2012,-31.8,"21-2021, 25-1126",2,11.86,1.87,f,f
39.0501,Religious/Sacred Music,2024,107.0,2012,-10.1,"27-2041, 25-1126",2,3.46,0.07,f,f
39.0502,Worship Ministry,2024,10.0,2020,,"21-2021, 27-2041, 25-1126",3,10.19,1.39,f,f
39.0599,"Religious Music and Worship, Other",2024,1.0,2021,0.0,"21-2021, 21-2099",2,12.75,1.52,f,f
39.0601,Theology/Theological Studies,2024,3719.0,2012,-9.1,"21-2011, 25-1126",2,21.02,0.97,f,f
39.0602,Divinity/Ministry,2024,4958.0,2012,-5.1,"21-2011, 25-1126",2,21.02,0.97,f,t
39.0604,Pre-Theology/Pre-Ministerial Studies,2024,7.0,2012,,"21-2011, 25-1126",2,21.02,0.97,f,f
39.0605,Rabbinical Studies,2024,91.0,2012,-33.1,"21-2011, 25-1126",2,21.02,0.97,f,f
39.0699,"Theological and Ministerial Studies, Other",2024,778.0,2012,33.7,"21-2011, 21-2099, 25-1126",3,18.70,0.88,f,f
39.0701,Pastoral Studies/Counseling,2024,612.0,2012,-21.1,"21-2011, 21-2021, 21-1099",3,18.27,2.12,f,f
39.0702,Youth Ministry,2024,30.0,2012,-55.9,"21-2011, 21-2021",2,19.81,1.38,f,f
39.0703,Urban Ministry,2024,10.0,2012,-80.4,"21-2021, 21-2099, 25-1126",3,11.60,1.43,f,f
39.0704,Women's Ministry,2024,11.0,2012,,"21-2021, 21-2099",2,12.75,1.52,f,f
39.0705,Lay Ministry,2024,317.0,2012,366.2,"21-2021, 21-2099",2,12.75,1.52,f,f
39.0706,Chaplain/Chaplaincy Studies,2024,30.0,2020,11.1,"21-2011, 21-2021, 21-2099",3,18.24,1.24,f,f
39.0799,"Pastoral Counseling and Specialized Ministries, Other",2024,212.0,2012,41.3,"21-2021, 21-1099, 21-2099",3,12.87,2.58,f,f
39.0801,Religious Institution Administration and Management,2024,39.0,2020,116.7,"11-9199, 13-2099",2,97.71,4.37,t,f
39.9999,"Theology and Religious Vocations, Other",2024,573.0,2012,4.0,,0,,,f,f
40.0101,"Physical Sciences, General",2024,36.0,2012,-42.9,"25-2031, 11-9121",2,61.18,-1.14,f,f
40.0201,Astronomy,2024,128.0,2012,26.7,"11-9121, 25-1051, 19-2011",3,7.50,3.55,f,f
40.0202,Astrophysics,2024,49.0,2012,226.7,"11-9121, 19-2012, 25-1051",3,6.59,3.64,f,f
40.0203,Planetary Astronomy and Science,2024,21.0,2012,250.0,"11-9121, 25-1051, 19-2011",3,7.50,3.55,f,f
40.0299,"Astronomy and Astrophysics, Other",2024,13.0,2012,160.0,"11-9121, 25-1054, 25-1051",3,6.82,3.43,f,f
40.0401,"Atmospheric Sciences and Meteorology, General",2024,227.0,2012,4.6,"11-9121, 19-4099, 25-1051",3,8.85,3.54,f,f
40.0402,Atmospheric Chemistry and Climatology,2024,1.0,2023,0.0,"11-9121, 25-1051, 19-2021",3,7.10,3.36,f,f
40.0403,Atmospheric Physics and Dynamics,2024,0.0,2012,,"11-9121, 25-1051, 19-2021",3,7.10,3.36,f,f
40.0404,Meteorology,2024,32.0,2012,-37.3,"11-9121, 25-1051, 19-2021",3,7.10,3.36,f,f
40.0499,"Atmospheric Sciences and Meteorology, Other",2024,8.0,2012,166.7,"11-9121, 25-1051, 19-2021",3,7.10,3.36,f,f
40.0501,"Chemistry, General",2024,2389.0,2012,3.4,"25-2031, 11-9121, 19-2031",3,57.47,-0.73,f,f
40.0502,Analytical Chemistry,2024,15.0,2012,-59.5,"11-9121, 19-2031, 19-4031",3,7.32,4.12,f,f
40.0503,Inorganic Chemistry,2024,0.0,2015,-100.0,"11-9121, 19-2031, 19-4031",3,7.32,4.12,f,f
40.0504,Organic Chemistry,2024,2.0,2013,0.0,"11-9121, 19-2031, 19-4031",3,7.32,4.12,f,f
40.0506,Physical Chemistry,2024,0.0,2012,-100.0,"11-9121, 19-2031, 25-1052",3,6.84,4.01,f,f
40.0507,Polymer Chemistry,2024,49.0,2012,226.7,"11-9121, 19-2031, 25-1052",3,6.84,4.01,f,f
40.0508,Chemical Physics,2024,2.0,2012,-50.0,"11-9121, 19-2031, 25-1052",3,6.84,4.01,f,f
40.0509,Environmental Chemistry,2024,4.0,2014,300.0,"11-9121, 19-2041, 19-2031",3,7.82,4.29,f,f
40.0510,Forensic Chemistry,2024,23.0,2017,2200.0,"11-9121, 19-2031, 25-1052",3,6.84,4.01,f,f
40.0599,"Chemistry, Other",2024,56.0,2012,-6.7,"11-9121, 19-2031, 25-1052",3,6.84,4.01,f,f
40.0601,"Geology/Earth Science, General",2024,1173.0,2012,-11.3,"11-9121, 19-2042, 25-1051",3,6.63,3.51,f,f
40.0602,Geochemistry,2024,11.0,2012,-31.3,"11-9121, 25-1052, 19-2042",3,6.36,3.37,f,f
40.0603,Geophysics and Seismology,2024,67.0,2012,-35.6,"11-9121, 19-2042, 25-1051",3,6.63,3.51,f,f
40.0604,Paleontology,2024,3.0,2012,200.0,"11-9121, 19-2042, 25-1051",3,6.63,3.51,f,f
40.0605,Hydrology and Water Resources Science,2024,99.0,2012,50.0,"11-9121, 25-1051, 19-2043",3,7.25,3.38,f,f
40.0607,"Oceanography, Chemical and Physical",2024,204.0,2012,28.3,"11-9121, 19-2042, 25-1051",3,6.63,3.51,f,f
40.0699,"Geological and Earth Sciences/Geosciences, Other",2024,134.0,2012,-13.0,"11-9121, 19-2042, 25-1051",3,6.63,3.51,f,f
40.0801,"Physics, General",2024,1938.0,2012,14.3,"25-2031, 11-9121, 19-2012",3,59.98,-1.04,f,f
40.0802,Atomic/Molecular Physics,2024,4.0,2012,-63.6,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0804,Elementary Particle Physics,2024,0.0,2013,-100.0,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0806,Nuclear Physics,2024,1.0,2013,0.0,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0807,Optics/Optical Sciences,2024,120.0,2012,51.9,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0808,Condensed Matter and Materials Physics,2024,0.0,2012,-100.0,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0809,Acoustics,2024,67.0,2012,294.1,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0810,Theoretical and Mathematical Physics,2024,0.0,2023,,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.0899,"Physics, Other",2024,154.0,2012,81.2,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.1001,Materials Science,2024,250.0,2012,36.6,"11-9041, 19-4099, 25-1032",3,12.05,4.35,f,f
40.1002,Materials Chemistry,2024,5.0,2012,-44.4,"11-9121, 19-2031, 19-4099",3,8.44,4.02,f,f
40.1099,"Materials Sciences, Other",2024,6.0,2012,500.0,"25-1199, 11-9121, 19-2032",3,11.36,2.56,f,f
40.1101,Physics and Astronomy,2024,16.0,2020,-56.8,"11-9121, 19-2012, 25-1054",3,6.51,3.61,f,f
40.9999,"Physical Sciences, Other",2024,132.0,2012,-2.9,"25-1199, 11-9121, 19-2099",3,10.72,2.30,f,f
41.0000,"Science Technologies/Technicians, General",2024,1.0,2018,-85.7,"19-4099, 19-4043, 19-4044",3,9.32,3.12,f,f
41.0101,Biology/Biotechnology Technology/Technician,2024,2.0,2019,,19-4021,1,9.10,3.50,f,f
41.0205,Nuclear/Nuclear Power Technology/Technician,2024,0.0,2012,-100.0,"19-4051, 51-8011",2,0.55,-11.40,f,f
41.0301,Chemical Technology/Technician,2024,36.0,2012,300.0,"51-9011, 19-4031, 51-8091",3,11.11,2.58,f,f
41.0303,Chemical Process Technology,2024,3.0,2020,,"51-9011, 19-4099, 19-4031",3,11.59,3.45,f,f
41.9999,"Science Technologies/Technicians, Other",2024,51.0,2012,88.9,"19-4099, 19-4042, 19-4043",3,8.40,3.50,f,f
42.0101,"Psychology, General",2024,6999.0,2012,9.3,"11-9199, 19-3033, 19-3039",3,97.51,4.84,t,f
42.2701,Cognitive Psychology and Psycholinguistics,2024,61.0,2012,510.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2702,Comparative Psychology,2024,9.0,2012,80.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2703,Developmental and Child Psychology,2024,1007.0,2012,242.5,"11-9199, 21-1021, 19-3033",3,86.58,4.54,t,f
42.2704,Experimental Psychology,2024,334.0,2012,124.2,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2705,Personality Psychology,2024,4.0,2012,-33.3,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2706,Behavioral Neuroscience,2024,55.0,2012,323.1,"11-9199, 19-1029, 19-3039",3,98.32,4.35,t,f
42.2707,Social Psychology,2024,55.0,2012,37.5,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2708,Psychometrics and Quantitative Psychology,2024,42.0,2012,180.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2709,Psychopharmacology,2024,67.0,2012,81.1,"11-9199, 25-1071, 19-1042",3,84.89,6.96,t,f
42.2799,"Research and Experimental Psychology, Other",2024,670.0,2013,13300.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2801,Clinical Psychology,2024,3156.0,2012,24.5,"11-9199, 19-3033, 25-1066",3,97.70,4.82,t,f
42.2802,Community Psychology,2024,229.0,2012,-13.9,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2803,Counseling Psychology,2024,10254.0,2012,19.3,"11-9199, 19-3033, 21-1019",3,96.80,5.22,t,f
42.2804,Industrial and Organizational Psychology,2024,1990.0,2012,76.6,"11-9199, 13-1111, 13-1071",3,96.93,6.36,t,f
42.2805,School Psychology,2024,2408.0,2012,43.9,"11-9199, 21-1012, 19-3034",3,86.78,4.14,t,f
42.2806,Educational Psychology,2024,1372.0,2012,-0.3,"11-9199, 19-3034, 19-3039",3,98.05,4.32,t,f
42.2807,Clinical Child Psychology,2024,26.0,2012,-7.1,"11-9199, 19-3033, 19-3039",3,97.51,4.84,t,f
42.2808,Environmental Psychology,2024,0.0,2012,-100.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2809,Geropsychology,2024,0.0,2012,-100.0,"11-9199, 19-3033, 25-1066",3,97.70,4.82,t,f
42.2810,Health/Medical Psychology,2024,67.0,2012,19.6,"11-9199, 19-3033, 19-3039",3,97.51,4.84,t,f
42.2811,Family Psychology,2024,46.0,2012,17.9,"11-9199, 19-3033, 19-3039",3,97.51,4.84,t,f
42.2812,Forensic Psychology,2024,1587.0,2012,105.0,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2813,Applied Psychology,2024,1258.0,2012,116.9,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.2814,Applied Behavior Analysis,2024,4599.0,2012,2121.7,"11-9199, 19-3033, 19-3039",3,97.51,4.84,t,t
42.2815,Performance and Sport Psychology,2024,179.0,2020,193.4,"27-2022, 19-3039, 25-1066",3,31.95,5.76,f,f
42.2817,Transpersonal/Spiritual Psychology,2024,15.0,2020,36.4,"19-3039, 25-1066",2,3.95,3.96,f,f
42.2899,"Clinical, Counseling and Applied Psychology, Other",2024,347.0,2012,-44.6,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
42.9999,"Psychology, Other",2024,2060.0,2012,120.6,"11-9199, 19-3039, 25-1066",3,99.02,4.46,t,f
43.0100,"Criminal Justice and Corrections, General",2024,27.0,2020,92.9,"11-9199, 33-3051, 33-3012",3,79.13,2.13,t,f
43.0102,Corrections,2024,0.0,2012,-100.0,"33-3012, 33-1012, 33-1011",3,22.57,-4.49,f,f
43.0103,Criminal Justice/Law Enforcement Administration,2024,2605.0,2012,21.7,"11-9199, 33-1012, 25-1111",3,95.37,4.30,t,f
43.0104,Criminal Justice/Safety Studies,2024,3043.0,2012,8.4,"33-1012, 19-4099, 33-1011",3,9.57,1.98,f,f
43.0107,Criminal Justice/Police Science,2024,109.0,2012,53.5,"33-3051, 33-3021, 33-9021",3,44.89,2.73,f,f
43.0109,Security and Loss Prevention Services,2024,20.0,2012,-20.0,"33-9032, 33-1091, 25-1111",3,150.88,0.54,f,f
43.0110,Juvenile Corrections,2024,30.0,2012,500.0,"21-1021, 33-3012, 25-1111",3,32.01,-2.03,f,f
43.0112,Securities Services Administration/Management,2024,117.0,2012,-48.2,"33-1091, 33-1099, 25-1111",3,5.18,2.38,f,f
43.0113,Corrections Administration,2024,7.0,2012,-12.5,"33-1011, 25-1111",2,3.61,-1.74,f,f
43.0114,Law Enforcement Investigation and Interviewing,2024,97.0,2015,,"33-3051, 33-3021, 25-1111",3,46.18,2.54,f,f
43.0119,Critical Incident Response/Special Police Operations,2024,0.0,2012,-100.0,"33-3051, 33-1012, 25-1111",3,44.87,3.04,f,f
43.0120,Protective Services Operations,2024,0.0,2013,-100.0,"33-3051, 33-1012, 33-9021",3,43.68,3.20,f,f
43.0199,"Corrections and Criminal Justice, Other",2024,482.0,2012,156.4,"33-3012, 25-1111",2,28.94,-7.41,f,f
43.0201,Fire Prevention and Safety Technology/Technician,2024,0.0,2012,-100.0,"33-2011, 33-1021, 33-2021",3,21.89,3.41,f,f
43.0202,Fire Services Administration,2024,154.0,2012,294.9,"11-9199, 25-1194, 33-1021",3,92.73,4.13,t,f
43.0203,Fire Science/Fire-fighting,2024,16.0,2012,,"33-2011, 33-1021, 33-2021",3,21.89,3.41,f,f
43.0205,Fire/Arson Investigation and Prevention,2024,5.0,2023,-28.6,"33-1021, 33-2021",2,5.84,3.45,f,f
43.0206,Wildland/Forest Firefighting and Investigation,2019,0.0,2016,,"33-2011, 33-2022",2,26.88,3.49,f,f
43.0299,"Fire Protection, Other",2024,11.0,2012,,"33-2011, 33-1021",2,22.57,3.40,f,f
43.0301,Homeland Security,2024,855.0,2012,161.5,"11-9199, 33-1012, 11-9161",3,95.56,4.32,t,f
43.0302,Crisis/Emergency/Disaster Management,2024,825.0,2012,232.7,"11-9199, 33-1012, 11-9161",3,95.56,4.32,t,f
43.0303,Critical Infrastructure Protection,2024,169.0,2012,36.3,"11-9199, 33-1012, 11-9161",3,95.56,4.32,t,f
43.0304,Terrorism and Counterterrorism Operations,2024,46.0,2012,64.3,"11-9199, 25-1199, 33-1012",3,87.33,4.05,t,f
43.0399,"Homeland Security, Other",2024,60.0,2012,500.0,"33-1091, 33-1099, 25-1111",3,5.18,2.38,f,f
43.0402,Criminalistics and Criminal Science,2024,63.0,2020,31.3,"33-3051, 33-3021, 19-4099",3,43.70,2.64,f,f
43.0403,Cyber/Computer Forensics and Counterterrorism,2024,747.0,2020,28.6,"15-1299, 15-1212, 33-3021",3,24.09,11.64,t,f
43.0404,Cybersecurity Defense Strategy/Policy,2024,300.0,2020,581.8,"11-9199, 33-1012, 33-1099",3,95.06,4.29,t,f
43.0405,Financial Forensics and Fraud Investigation,2024,149.0,2020,6.4,"13-2011, 33-3021, 13-2061",3,112.04,4.76,t,f
43.0406,Forensic Science and Technology,2024,895.0,2020,35.4,"19-4099, 19-4092, 25-1111",3,8.00,4.90,f,f
43.0407,Geospatial Intelligence,2023,0.0,2023,,"33-1012, 33-3021, 25-1111",3,9.13,1.41,f,f
43.0408,Law Enforcement Intelligence Analysis,2024,51.0,2020,200.0,"33-3021, 25-1111",2,7.00,-0.37,f,f
43.9999,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other",2024,329.0,2012,-47.9,,0,,,f,f
44.0000,"Human Services, General",2024,842.0,2012,-52.5,"21-1093, 11-9151, 21-1099",3,36.01,6.13,f,f
44.0201,Community Organization and Advocacy,2024,472.0,2012,-21.9,"11-9151, 43-4061, 21-1099",3,15.79,4.20,f,f
44.0401,Public Administration,2024,10493.0,2012,-17.8,"11-1021, 11-9199, 11-1011",3,241.85,4.42,t,f
44.0403,Transportation and Infrastructure Planning/Studies,2024,4.0,2021,-50.0,"11-3071, 19-3051, 53-6041",3,15.47,5.58,f,f
44.0499,"Public Administration, Other",2024,25.0,2022,525.0,11-9199,1,106.70,4.50,t,f
44.0501,"Public Policy Analysis, General",2024,2551.0,2012,-6.7,"19-4061, 11-1031, 25-1065",3,3.41,3.51,f,f
44.0502,Education Policy Analysis,2024,67.0,2012,346.7,"25-1081, 19-3099, 19-4061",3,4.87,1.71,f,f
44.0503,Health Policy Analysis,2024,105.0,2012,191.7,"11-9111, 25-1071, 19-3099",3,48.95,20.32,t,f
44.0504,International Policy Analysis,2024,102.0,2012,155.0,"19-4061, 25-1065, 19-3094",3,3.62,2.93,f,f
44.0599,"Public Policy Analysis, Other",2024,45.0,2013,2150.0,,0,,,f,f
